client_id,commune,date_plainte,canal,type_plainte,statut,date_resolution
CUST0608,Ain El Hadjel,2025-02-19,Appel Call Center,ADSL,Résolu,2025-02-28
CUST0609,Bou Saâda,2025-11-14,Appel Call Center,Fibre FTTH,Résolu,2025-11-23
CUST0610,Sidi Aïssa,2025-07-23,Formulaire Web,Facturation,En Cours,
CUST0611,M'Sila,2025-08-24,Formulaire Web,Service Client,Résolu,2025-09-03
CUST0612,Bou Saâda,2025-06-03,Plainte Écrite,Fibre FTTH,En Cours,
CUST0613,M'Sila,2025-02-17,Plainte Écrite,ADSL,En Cours,
CUST0614,Ain El Hadjel,2025-10-10,Formulaire Web,Service Client,Résolu,2025-10-18
CUST0615,M'Sila,2025-12-26,Plainte Écrite,ADSL,Non Traité,
CUST0616,Bou Saâda,2025-08-11,,Service Client,Non Traité,
CUST0617,Sidi Aïssa,2025-09-28,Plainte Écrite,ADSL,Résolu,2025-09-29
CUST0618,Bou Saâda,2025-09-01,Appel Call Center,Interruption Réseau,Résolu,2025-09-06
CUST0619,M'Sila,2025-10-06,Appel Call Center,Facturation,En Cours,
CUST0620,M'Sila,2025-01-09,Appel Call Center,Facturation,En Cours,
CUST0621,Bou Saâda,2025-12-31,Plainte Écrite,Fibre FTTH,Résolu,2025-12-31
CUST0622,Ain El Hadjel,2025-03-25,Appel Call Center,Facturation,Résolu,2025-04-04
CUST0623,Bou Saâda,2025-12-13,Plainte Écrite,Service Client,Résolu,2025-12-22
CUST0624,Sidi Aïssa,2025-12-19,Formulaire Web,Fibre FTTH,Résolu,2025-12-31
CUST0625,M'Sila,2025-01-28,Plainte Écrite,Facturation,En Cours,
CUST0626,M'Sila,2025-02-08,Formulaire Web,Fibre FTTH,Résolu,2025-02-14
CUST0627,Ain El Hadjel,2025-11-21,Formulaire Web,ADSL,Résolu,2025-11-26
CUST0628,Ain El Hadjel,2025-07-02,Formulaire Web,Fibre FTTH,En Cours,
CUST0629,Ain El Hadjel,2025-12-15,Formulaire Web,Fibre FTTH,Résolu,2025-12-25
CUST0630,Ain El Hadjel,2025-06-01,Appel Call Center,Interruption Réseau,Résolu,2025-06-14
CUST0631,Bou Saâda,2025-02-12,Plainte Écrite,ADSL,En Cours,
CUST0632,Sidi Aïssa,2025-12-31,Appel Call Center,Service Client,Non Traité,
CUST0633,Bou Saâda,2025-06-12,Plainte Écrite,Service Client,Résolu,2025-06-18
CUST0634,M'Sila,2025-06-07,Appel Call Center,ADSL,Résolu,2025-06-15
CUST0635,Sidi Aïssa,2025-03-09,Formulaire Web,ADSL,Résolu,2025-03-11
CUST0636,Bou Saâda,2025-10-13,Formulaire Web,Service Client,Résolu,2025-10-22
CUST0637,Ain El Hadjel,2025-02-15,Appel Call Center,ADSL,Résolu,2025-02-21
CUST0638,M'Sila,2025-06-16,Plainte Écrite,Interruption Réseau,Résolu,2025-06-30
CUST0639,Ain El Hadjel,2025-07-31,Appel Call Center,Facturation,Résolu,2025-08-07
CUST0640,M'Sila,2025-05-05,,Interruption Réseau,Résolu,2025-05-15
CUST0641,Bou Saâda,2025-03-28,Plainte Écrite,Service Client,Résolu,2025-03-31
CUST0642,Sidi Aïssa,2025-09-10,Formulaire Web,Facturation,Résolu,2025-09-13
CUST0643,M'Sila,2025-05-22,Appel Call Center,Service Client,Résolu,2025-05-29
CUST0644,Sidi Aïssa,2025-07-04,Formulaire Web,ADSL,Résolu,2025-07-09
CUST0645,Bou Saâda,2025-11-01,Plainte Écrite,Service Client,Résolu,2025-11-11
CUST0646,Bou Saâda,2025-03-11,Formulaire Web,ADSL,Non Traité,
CUST0647,Sidi Aïssa,2025-06-20,Appel Call Center,Service Client,Résolu,2025-07-04
CUST0648,Ain El Hadjel,2025-06-21,Formulaire Web,Service Client,En Cours,
CUST0649,Ain El Hadjel,2025-03-11,Plainte Écrite,Interruption Réseau,En Cours,
CUST0650,Sidi Aïssa,2025-12-22,Formulaire Web,Interruption Réseau,Résolu,2025-12-26
CUST0651,Ain El Hadjel,2025-07-23,Formulaire Web,Fibre FTTH,Résolu,2025-07-29
CUST0652,Sidi Aïssa,2025-10-22,Plainte Écrite,Service Client,Résolu,2025-11-04
CUST0653,Bou Saâda,2025-05-24,Formulaire Web,Service Client,Résolu,2025-06-07
CUST0654,Ain El Hadjel,2025-10-16,Formulaire Web,ADSL,En Cours,
CUST0655,Bou Saâda,2025-04-03,Plainte Écrite,Interruption Réseau,Résolu,2025-04-14
CUST0656,M'Sila,2025-12-29,Plainte Écrite,Service Client,Résolu,2025-12-31
CUST0657,Ain El Hadjel,2025-07-29,Formulaire Web,ADSL,Résolu,2025-08-09
CUST0658,Ain El Hadjel,2025-05-04,Appel Call Center,Facturation,Résolu,2025-05-09
CUST0659,Bou Saâda,2025-07-13,Plainte Écrite,Service Client,En Cours,
CUST0660,M'Sila,2025-09-03,Formulaire Web,Interruption Réseau,Résolu,2025-09-13
CUST0661,Ain El Hadjel,2025-12-21,Plainte Écrite,Interruption Réseau,Résolu,2025-12-28
CUST0662,M'Sila,2025-11-01,Formulaire Web,Interruption Réseau,Non Traité,
CUST0663,M'Sila,2025-12-03,Appel Call Center,Fibre FTTH,En Cours,
CUST0664,Sidi Aïssa,2025-01-23,Appel Call Center,Interruption Réseau,Résolu,2025-02-02
CUST0665,Ain El Hadjel,2025-02-24,Formulaire Web,Service Client,Résolu,2025-02-25
CUST0666,M'Sila,2025-09-19,Formulaire Web,Fibre FTTH,Résolu,2025-10-01
CUST0667,Bou Saâda,2025-07-20,Formulaire Web,Facturation,Résolu,2025-07-28
CUST0668,Bou Saâda,2025-09-05,Formulaire Web,ADSL,Résolu,2025-09-07
CUST0669,Sidi Aïssa,2025-03-01,Formulaire Web,ADSL,Résolu,2025-03-15
CUST0670,Bou Saâda,2025-06-25,Formulaire Web,Facturation,Résolu,2025-07-03
CUST0671,Bou Saâda,2025-06-28,Plainte Écrite,Service Client,Résolu,2025-07-06
CUST0672,M'Sila,2025-06-13,Formulaire Web,Service Client,Non Traité,
CUST0673,M'Sila,2025-12-30,Formulaire Web,ADSL,Résolu,2025-12-31
CUST0674,M'Sila,2025-12-13,,ADSL,Résolu,2025-12-26
CUST0675,Bou Saâda,2025-09-22,Plainte Écrite,Fibre FTTH,Résolu,2025-09-25
CUST0676,Bou Saâda,2025-08-07,,Interruption Réseau,Non Traité,
CUST0677,Ain El Hadjel,2025-11-19,Appel Call Center,Service Client,Résolu,2025-11-22
CUST0678,Bou Saâda,2025-07-22,Plainte Écrite,Service Client,Résolu,2025-07-23
CUST0679,Bou Saâda,2025-08-08,Formulaire Web,Interruption Réseau,Non Traité,
CUST0680,Ain El Hadjel,2025-04-16,Appel Call Center,Fibre FTTH,Non Traité,
CUST0681,Sidi Aïssa,2025-10-23,Plainte Écrite,ADSL,En Cours,
CUST0682,M'Sila,2025-07-07,Plainte Écrite,Fibre FTTH,Résolu,2025-07-13
CUST0683,Bou Saâda,2025-05-15,Formulaire Web,ADSL,Résolu,2025-05-26
CUST0684,Ain El Hadjel,2025-11-02,Plainte Écrite,Facturation,En Cours,
CUST0685,Ain El Hadjel,2025-10-28,Plainte Écrite,Service Client,Non Traité,
CUST0686,M'Sila,2025-08-23,Formulaire Web,Facturation,Résolu,2025-09-02
CUST0687,Bou Saâda,2025-11-11,Plainte Écrite,Facturation,Résolu,2025-11-21
CUST0688,M'Sila,2025-06-10,Plainte Écrite,Fibre FTTH,Résolu,2025-06-12
CUST0689,Bou Saâda,2025-04-04,Formulaire Web,ADSL,En Cours,
CUST0690,Sidi Aïssa,2025-09-19,Plainte Écrite,Fibre FTTH,Résolu,2025-09-26
CUST0691,Ain El Hadjel,2025-10-22,Plainte Écrite,Fibre FTTH,Résolu,2025-10-29
CUST0692,Ain El Hadjel,2025-11-22,Appel Call Center,Service Client,Résolu,2025-12-01
CUST0693,Bou Saâda,2025-09-08,Plainte Écrite,Fibre FTTH,Résolu,2025-09-13
CUST0694,Bou Saâda,2025-08-19,Appel Call Center,Facturation,Résolu,2025-08-29
CUST0695,M'Sila,2025-09-06,Formulaire Web,ADSL,Résolu,2025-09-09
CUST0696,Bou Saâda,2025-09-16,Formulaire Web,Interruption Réseau,En Cours,
CUST0697,Ain El Hadjel,2025-08-01,,Service Client,Résolu,2025-08-13
CUST0698,Ain El Hadjel,2025-02-12,Formulaire Web,Fibre FTTH,Résolu,2025-02-22
CUST0699,M'Sila,2025-01-17,Appel Call Center,Facturation,Résolu,2025-01-22
CUST0700,Bou Saâda,2025-03-28,Plainte Écrite,Facturation,Résolu,2025-04-10
CUST0701,Ain El Hadjel,2025-10-09,Plainte Écrite,Service Client,Résolu,2025-10-18
CUST0702,M'Sila,2025-05-18,Plainte Écrite,ADSL,Résolu,2025-05-31
CUST0703,Sidi Aïssa,2025-08-14,Plainte Écrite,ADSL,Résolu,2025-08-23
CUST0704,Bou Saâda,2025-12-01,Formulaire Web,ADSL,Résolu,2025-12-14
CUST0705,Bou Saâda,2025-08-19,Formulaire Web,ADSL,Résolu,2025-08-24
CUST0706,Sidi Aïssa,2025-03-02,Appel Call Center,Service Client,Non Traité,
CUST0707,Bou Saâda,2025-12-19,Appel Call Center,Interruption Réseau,Résolu,2025-12-25
CUST0708,Ain El Hadjel,2025-03-13,Appel Call Center,Interruption Réseau,En Cours,
CUST0709,Bou Saâda,2025-10-19,,ADSL,Résolu,2025-10-25
CUST0710,Sidi Aïssa,2025-03-28,Plainte Écrite,Interruption Réseau,En Cours,
CUST0711,Sidi Aïssa,2025-05-29,Plainte Écrite,Facturation,En Cours,
CUST0712,Sidi Aïssa,2025-03-11,Plainte Écrite,ADSL,Résolu,2025-03-24
CUST0713,Ain El Hadjel,2025-12-02,,Facturation,Résolu,2025-12-05
CUST0714,Bou Saâda,2025-12-31,Appel Call Center,Fibre FTTH,Résolu,2025-12-31
CUST0715,Bou Saâda,2025-09-08,Plainte Écrite,Service Client,Résolu,2025-09-11
CUST0716,Sidi Aïssa,2025-07-12,Plainte Écrite,Service Client,Non Traité,
CUST0717,Ain El Hadjel,2025-07-26,Appel Call Center,ADSL,En Cours,
CUST0718,Sidi Aïssa,2025-08-21,Plainte Écrite,Facturation,Non Traité,
CUST0719,Ain El Hadjel,2025-01-02,Formulaire Web,Interruption Réseau,Résolu,2025-01-16
CUST0720,M'Sila,2025-11-22,Plainte Écrite,Service Client,En Cours,
CUST0721,Sidi Aïssa,2025-07-23,Appel Call Center,Interruption Réseau,Non Traité,
CUST0722,Bou Saâda,2025-09-11,Formulaire Web,Fibre FTTH,Résolu,2025-09-16
CUST0723,Sidi Aïssa,2025-10-08,Formulaire Web,Facturation,Résolu,2025-10-18
CUST0724,Bou Saâda,2025-06-25,Plainte Écrite,Service Client,En Cours,
CUST0725,M'Sila,2025-11-17,Appel Call Center,ADSL,Résolu,2025-11-30
CUST0726,Ain El Hadjel,2025-03-22,Appel Call Center,ADSL,En Cours,
CUST0727,Ain El Hadjel,2025-08-08,Formulaire Web,ADSL,Résolu,2025-08-12
CUST0728,Bou Saâda,2025-03-23,Plainte Écrite,Facturation,En Cours,
CUST0729,Sidi Aïssa,2025-05-09,Appel Call Center,Facturation,Résolu,2025-05-11
CUST0730,Sidi Aïssa,2025-01-27,Plainte Écrite,Fibre FTTH,Résolu,2025-02-03
CUST0731,Sidi Aïssa,2025-08-08,Plainte Écrite,Fibre FTTH,Résolu,2025-08-19
CUST0732,M'Sila,2025-01-01,Plainte Écrite,ADSL,En Cours,
CUST0733,Bou Saâda,2025-03-09,Formulaire Web,ADSL,En Cours,
CUST0734,Bou Saâda,2025-01-05,Plainte Écrite,Service Client,Résolu,2025-01-06
CUST0735,Sidi Aïssa,2025-12-22,Appel Call Center,Service Client,Résolu,2025-12-25
CUST0736,Ain El Hadjel,2025-07-16,Appel Call Center,Fibre FTTH,Non Traité,
CUST0737,M'Sila,2025-02-22,Plainte Écrite,ADSL,Résolu,2025-02-28
CUST0738,Sidi Aïssa,2025-07-15,Formulaire Web,Fibre FTTH,En Cours,
CUST0739,Bou Saâda,2025-02-05,Plainte Écrite,Fibre FTTH,Résolu,2025-02-14
CUST0740,M'Sila,2025-08-14,Plainte Écrite,Fibre FTTH,Résolu,2025-08-20
CUST0741,Bou Saâda,2025-07-30,Plainte Écrite,Fibre FTTH,Résolu,2025-08-09
CUST0742,Ain El Hadjel,2025-02-21,Appel Call Center,ADSL,Résolu,2025-02-24
CUST0743,M'Sila,2025-06-29,Plainte Écrite,Service Client,En Cours,
CUST0744,Ain El Hadjel,2025-05-07,Formulaire Web,Fibre FTTH,Résolu,2025-05-12
CUST0745,M'Sila,2025-11-04,Appel Call Center,Interruption Réseau,Résolu,2025-11-14
CUST0746,Sidi Aïssa,2025-12-04,Plainte Écrite,ADSL,Non Traité,
CUST0747,Sidi Aïssa,2025-11-07,Appel Call Center,Interruption Réseau,Résolu,2025-11-16
CUST0748,Bou Saâda,2025-06-01,Plainte Écrite,Service Client,Résolu,2025-06-12
CUST0749,M'Sila,2025-07-17,Appel Call Center,Service Client,Non Traité,
CUST0750,M'Sila,2025-11-23,Appel Call Center,Service Client,En Cours,
CUST0751,M'Sila,2025-07-04,Plainte Écrite,ADSL,Résolu,2025-07-10
CUST0752,Bou Saâda,2025-08-04,Formulaire Web,Interruption Réseau,Non Traité,
CUST0753,Sidi Aïssa,2025-08-30,Plainte Écrite,Fibre FTTH,En Cours,
CUST0754,M'Sila,2025-02-04,Appel Call Center,Interruption Réseau,Résolu,2025-02-05
CUST0755,Sidi Aïssa,2025-01-31,Appel Call Center,ADSL,Résolu,2025-02-13
CUST0756,Ain El Hadjel,2025-11-18,Plainte Écrite,Facturation,En Cours,
CUST0757,Ain El Hadjel,2025-02-12,Formulaire Web,Service Client,En Cours,
CUST0758,Bou Saâda,2025-06-08,Formulaire Web,ADSL,Résolu,2025-06-10
CUST0759,Bou Saâda,2025-06-17,Appel Call Center,Interruption Réseau,Non Traité,
CUST0760,Ain El Hadjel,2025-06-08,Plainte Écrite,ADSL,En Cours,
CUST0761,Ain El Hadjel,2025-01-30,Plainte Écrite,Fibre FTTH,Résolu,2025-02-03
CUST0762,M'Sila,2025-08-21,Formulaire Web,ADSL,Résolu,2025-08-31
CUST0763,M'Sila,2025-03-03,Formulaire Web,Fibre FTTH,Résolu,2025-03-04
CUST0764,Bou Saâda,2025-03-25,Plainte Écrite,ADSL,En Cours,
CUST0765,Ain El Hadjel,2025-09-22,,Interruption Réseau,Résolu,2025-10-05
CUST0766,Sidi Aïssa,2025-03-06,Appel Call Center,Facturation,Résolu,2025-03-18
CUST0767,Sidi Aïssa,2025-01-16,Plainte Écrite,ADSL,En Cours,
CUST0768,Sidi Aïssa,2025-09-26,Formulaire Web,Facturation,Non Traité,
CUST0769,M'Sila,2025-11-18,Formulaire Web,Interruption Réseau,Résolu,2025-11-20
CUST0770,Ain El Hadjel,2025-07-04,Formulaire Web,Interruption Réseau,En Cours,
CUST0771,M'Sila,2025-03-27,Formulaire Web,Interruption Réseau,Résolu,2025-04-02
CUST0772,Bou Saâda,2025-10-21,Formulaire Web,ADSL,En Cours,
CUST0773,M'Sila,2025-01-02,Appel Call Center,Interruption Réseau,Résolu,2025-01-03
CUST0774,M'Sila,2025-08-30,,ADSL,Résolu,2025-09-05
CUST0775,Ain El Hadjel,2025-01-19,Appel Call Center,Fibre FTTH,En Cours,
CUST0776,Ain El Hadjel,2025-05-08,Appel Call Center,Facturation,Résolu,2025-05-15
CUST0777,Sidi Aïssa,2025-10-20,Formulaire Web,ADSL,Résolu,2025-10-26
CUST0778,M'Sila,2025-04-02,Plainte Écrite,ADSL,En Cours,
CUST0779,Bou Saâda,2025-07-25,Plainte Écrite,ADSL,En Cours,
CUST0780,M'Sila,2025-06-09,Formulaire Web,Facturation,En Cours,
CUST0781,Sidi Aïssa,2025-08-22,Appel Call Center,Interruption Réseau,En Cours,
CUST0782,M'Sila,2025-05-30,,Fibre FTTH,Résolu,2025-06-09
CUST0783,Sidi Aïssa,2025-05-05,Plainte Écrite,Interruption Réseau,Résolu,2025-05-13
CUST0784,Sidi Aïssa,2025-04-11,Plainte Écrite,Service Client,Résolu,2025-04-23
CUST0785,Bou Saâda,2025-07-29,Appel Call Center,ADSL,Résolu,2025-07-30
CUST0786,Bou Saâda,2025-11-22,Plainte Écrite,Facturation,Non Traité,
CUST0787,M'Sila,2025-12-03,Formulaire Web,ADSL,Résolu,2025-12-10
CUST0788,Sidi Aïssa,2025-09-29,Appel Call Center,Fibre FTTH,Résolu,2025-10-03
CUST0789,Ain El Hadjel,2025-03-14,Formulaire Web,ADSL,Résolu,2025-03-26
CUST0790,Sidi Aïssa,2025-04-29,Appel Call Center,ADSL,Non Traité,
CUST0791,Ain El Hadjel,2025-08-23,Plainte Écrite,Facturation,Résolu,2025-09-04
CUST0792,M'Sila,2025-09-16,Plainte Écrite,ADSL,Résolu,2025-09-19
CUST0793,Ain El Hadjel,2025-10-18,Appel Call Center,Interruption Réseau,Résolu,2025-10-19
CUST0794,Ain El Hadjel,2025-05-02,Plainte Écrite,Fibre FTTH,En Cours,
CUST0795,Sidi Aïssa,2025-07-21,Formulaire Web,Facturation,Résolu,2025-08-02
CUST0796,Sidi Aïssa,2025-05-20,Formulaire Web,Service Client,Non Traité,
CUST0797,Bou Saâda,2025-03-11,Appel Call Center,Fibre FTTH,Non Traité,
CUST0798,M'Sila,2025-03-26,Appel Call Center,ADSL,Résolu,2025-04-03
CUST0799,Ain El Hadjel,2025-03-03,Formulaire Web,Service Client,En Cours,
CUST0800,Sidi Aïssa,2025-06-07,Appel Call Center,Service Client,Non Traité,
CUST0801,Ain El Hadjel,2025-02-16,Formulaire Web,ADSL,En Cours,
CUST0802,Bou Saâda,2025-12-27,Plainte Écrite,Facturation,Résolu,2025-12-31
CUST0803,M'Sila,2025-03-17,Appel Call Center,Facturation,Résolu,2025-03-19
CUST0804,Bou Saâda,2025-09-20,Formulaire Web,Service Client,En Cours,
CUST0805,M'Sila,2025-05-14,Plainte Écrite,Facturation,Résolu,2025-05-28
CUST0806,Bou Saâda,2025-08-20,Appel Call Center,Service Client,En Cours,
CUST0807,Bou Saâda,2025-02-22,Appel Call Center,Service Client,Non Traité,
CUST0808,Bou Saâda,2025-02-01,Appel Call Center,ADSL,Non Traité,
CUST0809,Bou Saâda,2025-07-25,Appel Call Center,Fibre FTTH,Résolu,2025-07-31
CUST0810,M'Sila,2025-05-13,Plainte Écrite,Interruption Réseau,Résolu,2025-05-27
CUST0811,M'Sila,2025-04-12,Appel Call Center,ADSL,Non Traité,
CUST0812,Ain El Hadjel,2025-06-19,Appel Call Center,ADSL,En Cours,
CUST0813,M'Sila,2025-01-26,Appel Call Center,Service Client,Résolu,2025-01-29
CUST0814,Ain El Hadjel,2025-09-12,Plainte Écrite,Service Client,Non Traité,
CUST0815,M'Sila,2025-03-30,Formulaire Web,Service Client,Non Traité,
CUST0816,Sidi Aïssa,2025-05-21,Appel Call Center,Fibre FTTH,Résolu,2025-05-26
CUST0817,Ain El Hadjel,2025-11-11,Appel Call Center,ADSL,Résolu,2025-11-21
CUST0818,Bou Saâda,2025-09-13,Plainte Écrite,Facturation,Résolu,2025-09-20
CUST0819,Ain El Hadjel,2025-05-24,,ADSL,Résolu,2025-05-31
CUST0820,Bou Saâda,2025-11-26,Formulaire Web,Fibre FTTH,Résolu,2025-12-09
CUST0821,Bou Saâda,2025-01-10,Plainte Écrite,Interruption Réseau,En Cours,
CUST0822,Ain El Hadjel,2025-09-03,Plainte Écrite,Facturation,Résolu,2025-09-12
CUST0823,Ain El Hadjel,2025-09-15,Formulaire Web,Interruption Réseau,Résolu,2025-09-21
CUST0824,Ain El Hadjel,2025-01-14,Formulaire Web,Fibre FTTH,Résolu,2025-01-20
CUST0825,Bou Saâda,2025-01-30,Appel Call Center,Facturation,Résolu,2025-02-12
CUST0826,Ain El Hadjel,2025-10-27,Plainte Écrite,Facturation,Non Traité,
CUST0827,Bou Saâda,2025-05-07,Appel Call Center,ADSL,Résolu,2025-05-18
CUST0828,Bou Saâda,2025-01-29,Formulaire Web,Interruption Réseau,Résolu,2025-02-11
CUST0829,Bou Saâda,2025-07-01,Plainte Écrite,Service Client,En Cours,
CUST0830,Bou Saâda,2025-10-31,Appel Call Center,Fibre FTTH,Résolu,2025-11-06
CUST0831,Sidi Aïssa,2025-12-27,Plainte Écrite,ADSL,Résolu,2025-12-31
CUST0832,Sidi Aïssa,2025-03-14,Plainte Écrite,Interruption Réseau,Résolu,2025-03-24
CUST0833,Bou Saâda,2025-06-08,Formulaire Web,Interruption Réseau,Résolu,2025-06-11
CUST0834,Ain El Hadjel,2025-01-29,Appel Call Center,ADSL,Résolu,2025-02-02
CUST0835,Bou Saâda,2025-09-02,Appel Call Center,Interruption Réseau,Résolu,2025-09-03
CUST0836,Sidi Aïssa,2025-03-08,Plainte Écrite,Fibre FTTH,Résolu,2025-03-14
CUST0837,Bou Saâda,2025-01-12,Formulaire Web,ADSL,Non Traité,
CUST0838,Bou Saâda,2025-02-26,Plainte Écrite,Fibre FTTH,Résolu,2025-03-12
CUST0839,Sidi Aïssa,2025-12-27,Appel Call Center,Facturation,Résolu,2025-12-31
CUST0840,Ain El Hadjel,2025-06-22,Plainte Écrite,ADSL,En Cours,
CUST0841,Sidi Aïssa,2025-03-22,Formulaire Web,Fibre FTTH,Résolu,2025-04-03
CUST0842,Ain El Hadjel,2025-11-29,,Service Client,En Cours,
CUST0843,Sidi Aïssa,2025-12-22,Appel Call Center,Interruption Réseau,Résolu,2025-12-31
CUST0844,Sidi Aïssa,2025-03-31,Appel Call Center,Interruption Réseau,Non Traité,
CUST0845,Ain El Hadjel,2025-03-07,Formulaire Web,Facturation,Résolu,2025-03-10
CUST0846,M'Sila,2025-07-20,Plainte Écrite,Interruption Réseau,Résolu,2025-08-03
CUST0847,M'Sila,2025-06-12,Appel Call Center,Interruption Réseau,Résolu,2025-06-25
CUST0848,Bou Saâda,2025-02-23,Plainte Écrite,Interruption Réseau,Non Traité,
CUST0849,Ain El Hadjel,2025-02-09,Appel Call Center,Facturation,Résolu,2025-02-13
CUST0850,Sidi Aïssa,2025-11-22,Formulaire Web,Fibre FTTH,Résolu,2025-11-24
CUST0851,Sidi Aïssa,2025-05-16,Formulaire Web,ADSL,Résolu,2025-05-20
CUST0852,Bou Saâda,2025-06-29,Plainte Écrite,ADSL,En Cours,
CUST0853,Sidi Aïssa,2025-01-25,Appel Call Center,ADSL,Résolu,2025-02-01
CUST0854,Ain El Hadjel,2025-03-27,Plainte Écrite,Service Client,Non Traité,
CUST0855,Ain El Hadjel,2025-06-29,Formulaire Web,Service Client,Résolu,2025-07-08
CUST0856,Ain El Hadjel,2025-10-23,Appel Call Center,Service Client,Résolu,2025-11-03
CUST0857,Bou Saâda,2025-02-07,Appel Call Center,Service Client,Résolu,2025-02-20
CUST0858,M'Sila,2025-06-13,Formulaire Web,ADSL,Résolu,2025-06-18
CUST0859,M'Sila,2025-03-29,Appel Call Center,Facturation,Résolu,2025-04-05
CUST0860,Bou Saâda,2025-10-08,Plainte Écrite,ADSL,Résolu,2025-10-10
CUST0861,Sidi Aïssa,2025-09-05,Plainte Écrite,Interruption Réseau,En Cours,
CUST0862,M'Sila,2025-11-07,Formulaire Web,Fibre FTTH,Résolu,2025-11-14
CUST0863,Bou Saâda,2025-06-19,Appel Call Center,ADSL,Résolu,2025-06-23
CUST0864,Bou Saâda,2025-10-04,Formulaire Web,Interruption Réseau,Résolu,2025-10-09
CUST0865,Sidi Aïssa,2025-02-19,Formulaire Web,Fibre FTTH,Résolu,2025-02-20
CUST0866,Ain El Hadjel,2025-09-09,Plainte Écrite,Interruption Réseau,Résolu,2025-09-12
CUST0867,M'Sila,2025-08-07,Formulaire Web,ADSL,Résolu,2025-08-09
CUST0868,Sidi Aïssa,2025-09-03,Plainte Écrite,Interruption Réseau,Résolu,2025-09-07
CUST0869,M'Sila,2025-03-29,Appel Call Center,Fibre FTTH,Non Traité,
CUST0870,Sidi Aïssa,2025-03-01,Appel Call Center,Service Client,Non Traité,
CUST0871,Sidi Aïssa,2025-09-08,Formulaire Web,Service Client,Résolu,2025-09-19
CUST0872,Sidi Aïssa,2025-07-18,Appel Call Center,Interruption Réseau,Résolu,2025-07-21
CUST0873,Sidi Aïssa,2025-04-06,,Facturation,En Cours,
CUST0874,Ain El Hadjel,2025-08-14,Appel Call Center,Facturation,Résolu,2025-08-22
CUST0875,Sidi Aïssa,2025-10-16,Appel Call Center,Facturation,Résolu,2025-10-17
CUST0876,Bou Saâda,2025-02-13,Plainte Écrite,ADSL,Résolu,2025-02-24
CUST0877,Sidi Aïssa,2025-10-29,Plainte Écrite,Service Client,En Cours,
CUST0878,Bou Saâda,2025-07-18,Plainte Écrite,ADSL,En Cours,
CUST0879,Ain El Hadjel,2025-10-21,Plainte Écrite,Service Client,Résolu,2025-10-25
CUST0880,Ain El Hadjel,2025-07-22,Formulaire Web,ADSL,Résolu,2025-08-05
CUST0881,M'Sila,2025-09-22,Plainte Écrite,Interruption Réseau,Résolu,2025-10-05
CUST0882,Bou Saâda,2025-03-30,Appel Call Center,Service Client,En Cours,
CUST0883,Bou Saâda,2025-03-06,Appel Call Center,Fibre FTTH,Résolu,2025-03-07
CUST0884,Ain El Hadjel,2025-04-14,Appel Call Center,Service Client,Résolu,2025-04-28
CUST0885,Bou Saâda,2025-06-13,Plainte Écrite,Facturation,En Cours,
CUST0886,M'Sila,2025-10-12,Appel Call Center,Service Client,Résolu,2025-10-19
CUST0887,Sidi Aïssa,2025-08-23,Formulaire Web,Interruption Réseau,En Cours,
CUST0888,M'Sila,2025-10-28,Plainte Écrite,Interruption Réseau,Résolu,2025-11-06
CUST0889,Ain El Hadjel,2025-03-18,Appel Call Center,Service Client,Résolu,2025-03-21
CUST0890,M'Sila,2025-02-21,Appel Call Center,Interruption Réseau,Résolu,2025-03-06
CUST0891,Sidi Aïssa,2025-07-30,Plainte Écrite,Facturation,En Cours,
CUST0892,Sidi Aïssa,2025-10-20,Formulaire Web,Service Client,Non Traité,
CUST0893,Ain El Hadjel,2025-05-22,Appel Call Center,Fibre FTTH,En Cours,
CUST0894,Ain El Hadjel,2025-11-08,Appel Call Center,Interruption Réseau,Résolu,2025-11-19
CUST0895,Ain El Hadjel,2025-06-19,Appel Call Center,Service Client,En Cours,
CUST0896,Bou Saâda,2025-05-18,Appel Call Center,Service Client,Résolu,2025-05-24
CUST0897,M'Sila,2025-06-09,,Facturation,Résolu,2025-06-14
CUST0898,Ain El Hadjel,2025-04-27,Plainte Écrite,ADSL,Non Traité,
CUST0899,Bou Saâda,2025-06-14,Formulaire Web,Service Client,Résolu,2025-06-19
CUST0900,Ain El Hadjel,2025-04-07,Plainte Écrite,ADSL,Résolu,2025-04-15
CUST0901,Bou Saâda,2025-09-22,Formulaire Web,Service Client,Résolu,2025-10-06
CUST0902,Sidi Aïssa,2025-03-23,Appel Call Center,Interruption Réseau,Résolu,2025-03-25
CUST0903,Sidi Aïssa,2025-07-26,Plainte Écrite,Interruption Réseau,Résolu,2025-07-29
CUST0904,M'Sila,2025-04-13,Appel Call Center,Fibre FTTH,Résolu,2025-04-27
CUST0905,M'Sila,2025-08-22,Appel Call Center,ADSL,Résolu,2025-08-23
CUST0906,Sidi Aïssa,2025-05-21,Plainte Écrite,Fibre FTTH,Non Traité,
CUST0907,Sidi Aïssa,2025-07-23,Formulaire Web,Interruption Réseau,En Cours,
CUST0908,M'Sila,2025-05-04,Plainte Écrite,ADSL,Résolu,2025-05-10
CUST0909,Ain El Hadjel,2025-04-01,Plainte Écrite,Service Client,Résolu,2025-04-15
CUST0910,Ain El Hadjel,2025-06-29,Plainte Écrite,Interruption Réseau,Résolu,2025-07-05
